date,temperature,pH,O2,NTU,uS
2021-05-13 12,22.2,7.60,8.66,10.8,187.8
2021-05-13 13,22.2,7.61,8.66,12.8,186.5
2021-05-13 14,22.2,7.63,8.65,12.1,185.0
2021-05-13 15,22.2,7.63,8.62,12.5,183.7
2021-05-13 16,22.7,7.57,8.54,23.7,201.1
2021-05-13 17,22.4,7.60,8.65,16.8,192.2
2021-05-13 18,22.4,7.62,8.65,15.5,188.5
2021-05-13 19,22.3,7.61,8.64,15.2,186.4
2021-05-13 20,23.2,7.56,8.43,17.5,214.0
2021-05-13 21,23.1,7.58,8.39,21.4,215.3
2021-05-13 22,23.1,7.55,8.35,24.1,216.5
2021-05-13 23,23.1,7.54,8.29,25.9,217.6
2021-05-14 00,23.0,7.50,8.19,24.4,218.9
2021-05-14 01,23.0,7.53,8.15,29.9,219.7
2021-05-14 02,23.0,7.52,8.11,26.6,219.8
2021-05-14 03,23.0,7.50,8.02,21.9,219.7
2021-05-14 04,22.9,7.45,7.84,29.9,221.3
2021-05-14 05,22.9,7.48,7.85,25.6,220.2
2021-05-14 06,22.9,7.50,7.95,20.1,216.8
2021-05-14 07,22.8,7.50,7.94,17.6,214.9
2021-05-14 08,22.8,7.47,7.91,13.8,213.9
2021-05-14 09,22.8,7.49,7.88,14.6,212.7
2021-05-14 10,22.7,7.50,7.93,15.1,211.0
2021-05-14 11,22.8,7.48,7.88,14.5,211.9
2021-05-14 12,22.8,7.46,7.84,13.2,211.8
2021-05-14 13,22.7,7.49,7.78,14.5,211.9
2021-05-14 14,22.7,7.42,7.74,16.0,211.9
2021-05-14 15,22.7,7.41,7.71,13.5,211.8
2021-05-14 16,22.7,7.41,7.57,15.0,207.3
2021-05-14 17,22.8,7.39,7.67,14.7,215.2
2021-05-14 18,22.8,7.43,7.77,15.6,207.9
2021-05-14 19,22.7,7.44,7.89,14.5,202.0
2021-05-14 20,22.6,7.40,7.86,12.6,198.2
2021-05-14 21,22.6,7.42,7.94,12.7,197.4
2021-05-14 22,22.5,7.44,7.94,12.6,195.7
2021-05-14 23,22.5,7.42,7.94,12.8,194.5
2021-05-15 00,22.5,7.39,7.83,12.7,193.4
2021-05-15 01,23.9,7.37,7.54,23.8,235.2
2021-05-15 02,24.1,7.35,7.39,25.0,238.0
2021-05-15 03,24.3,7.36,7.21,30.8,240.2
2021-05-15 04,24.4,7.32,7.02,25.8,240.8
2021-05-15 05,24.4,7.33,7.10,26.0,239.2
2021-05-15 06,24.2,7.36,7.20,20.4,236.4
2021-05-15 07,24.0,7.35,7.22,18.2,233.6
2021-05-15 08,24.0,7.33,7.09,15.0,232.3
2021-05-15 09,23.9,7.36,7.23,16.7,230.9
2021-05-15 10,23.9,7.38,7.28,15.7,229.6
2021-05-15 12,23.8,7.32,7.14,14.2,226.8
2021-05-15 16,23.5,7.35,7.27,19.4,216.2
2021-05-15 17,23.5,7.36,7.41,19.3,214.5
2021-05-15 18,23.4,7.36,7.39,19.5,209.8
2021-05-15 19,23.3,7.36,7.48,18.4,207.5
2021-05-15 20,23.3,7.35,7.41,16.8,203.6
2021-05-15 21,23.2,7.39,7.58,17.0,200.3
2021-05-15 22,24.6,7.31,6.81,32.7,236.3
2021-05-15 23,25.1,7.28,6.55,30.7,239.9
2021-05-16 00,25.1,7.25,6.25,30.2,250.3
2021-05-16 01,25.0,7.27,6.46,37.4,240.6
2021-05-16 02,25.0,7.27,6.49,39.2,238.4
2021-05-16 03,24.9,7.25,6.50,38.3,235.6
2021-05-16 04,24.8,7.21,6.39,35.1,234.0
2021-05-16 05,24.8,7.23,6.51,42.3,234.1
2021-05-16 06,24.8,7.22,6.44,35.8,234.5
2021-05-16 07,24.7,7.22,6.40,32.3,233.1
2021-05-16 08,24.6,7.19,6.26,26.6,231.4
2021-05-16 09,24.6,7.21,6.35,24.7,231.2
2021-05-16 10,24.6,7.21,6.27,24.5,231.0
2021-05-16 11,24.5,7.21,6.25,24.5,230.3
2021-05-16 12,24.5,7.19,6.06,22.6,230.4
2021-05-16 13,24.4,7.21,6.08,23.6,230.5
2021-05-16 14,24.4,7.20,6.12,21.3,229.1
2021-05-16 15,24.3,7.21,6.21,22.9,226.7
2021-05-16 16,24.2,7.20,6.11,20.9,225.1
2021-05-16 17,24.1,7.23,6.30,22.6,221.7
2021-05-16 18,24.0,7.22,6.33,22.3,220.7
2021-05-16 19,24.0,7.23,6.38,21.4,217.2
2021-05-16 20,23.8,7.21,6.43,20.0,211.9
2021-05-16 21,23.8,7.25,6.58,20.6,209.4
2021-05-16 22,23.7,7.26,6.66,20.8,205.1
2021-05-16 23,23.5,7.26,6.82,19.9,199.0
2021-05-17 00,23.4,7.26,6.80,18.7,195.2
2021-05-17 01,23.3,7.28,7.07,19.8,190.1
2021-05-17 02,23.2,7.27,7.18,18.6,186.3
2021-05-17 03,23.1,7.30,7.33,18.3,181.8
2021-05-17 04,23.0,7.27,7.32,18.1,178.1
2021-05-17 05,22.9,7.32,7.53,17.6,174.6
2021-05-17 06,23.5,7.23,6.70,24.6,201.7
2021-05-17 07,23.4,7.24,6.84,21.4,198.1
2021-05-17 08,23.2,7.25,7.05,17.6,188.2
2021-05-17 09,23.2,7.27,7.08,17.5,189.8
2021-05-17 10,23.2,7.27,7.12,17.4,188.9
2021-05-17 11,23.1,7.26,7.14,16.8,186.8
2021-05-17 12,23.1,7.26,7.09,16.4,185.4
2021-05-17 13,23.0,7.27,7.19,16.7,185.2
2021-05-17 14,23.0,7.30,7.26,16.7,183.1
2021-05-17 15,23.0,7.29,7.25,16.1,181.6
2021-05-17 16,22.9,7.31,7.46,16.0,179.7
2021-05-17 17,22.8,7.34,7.38,16.2,178.5
2021-05-17 18,22.8,7.33,7.42,16.4,177.0
2021-05-17 19,22.8,7.32,7.40,16.4,177.5
2021-05-17 20,22.7,7.31,7.56,15.8,172.0
2021-05-17 21,22.7,7.34,7.48,16.6,172.2
2021-05-17 22,22.7,7.32,7.54,15.4,170.4
2021-05-17 23,24.1,7.22,6.68,32.6,209.0
2021-05-18 00,24.2,7.19,6.76,30.1,209.5
2021-05-18 01,24.1,7.23,6.61,31.3,210.5
2021-05-18 02,24.1,7.22,6.48,28.2,210.3
2021-05-18 03,24.0,7.22,6.33,24.7,209.9
2021-05-18 04,24.0,7.18,6.44,22.6,210.0
2021-05-18 05,24.0,7.20,6.18,21.8,209.9
2021-05-18 06,24.0,7.20,6.16,21.0,210.1
2021-05-18 07,24.0,7.19,6.25,25.8,206.7
2021-05-18 09,23.8,7.19,6.33,22.1,203.9
2021-05-18 10,23.8,7.20,6.30,20.8,202.9
2021-05-18 11,23.8,7.19,6.26,20.5,202.7
2021-05-18 12,23.7,7.17,6.34,20.0,202.0
2021-05-18 13,23.6,7.19,6.19,19.4,201.5
2021-05-18 14,23.6,7.19,6.20,18.7,201.2
2021-05-18 15,23.5,7.20,6.25,20.2,195.9
2021-05-18 16,23.3,7.20,6.90,24.4,186.4
2021-05-18 17,23.3,7.24,6.83,26.1,186.6
2021-05-18 18,23.3,7.24,6.78,27.1,185.9
2021-05-18 19,23.2,7.24,6.89,26.7,185.5
2021-05-18 20,23.2,7.22,6.92,26.2,184.6
2021-05-18 21,23.2,7.26,6.90,26.2,184.2
2021-05-18 22,23.1,7.26,6.91,25.9,182.0
2021-05-18 23,23.1,7.25,6.92,25.1,181.2
2021-05-19 00,23.2,7.17,6.72,60.7,181.1
2021-05-19 01,23.5,7.18,6.62,33.2,176.2
2021-05-19 02,23.5,7.17,6.67,34.7,175.3
2021-05-19 03,23.5,7.16,6.68,34.9,174.6
2021-05-19 04,23.5,7.14,6.73,31.7,174.3
2021-05-19 05,23.4,7.16,6.59,31.4,174.0
2021-05-19 06,23.4,7.15,6.53,29.3,174.2
2021-05-19 07,23.4,7.16,6.28,25.6,174.0
2021-05-19 08,23.4,7.12,6.60,23.9,174.1
2021-05-19 09,23.4,7.14,6.29,23.3,173.8
2021-05-19 10,23.4,7.15,6.25,23.0,174.0
2021-05-19 11,23.4,7.14,6.17,23.0,174.0
2021-05-19 12,23.4,7.11,6.39,21.2,174.0
2021-05-19 13,23.3,7.13,6.07,21.8,174.1
2021-05-19 14,23.3,7.13,6.12,21.6,174.1
2021-05-19 15,23.3,7.13,6.12,20.7,174.1
2021-05-19 16,23.3,7.10,6.31,20.2,174.2
2021-05-19 17,23.3,7.13,5.89,20.0,174.2
2021-05-19 18,23.2,7.10,6.05,21.6,173.8
2021-05-19 19,23.2,7.09,6.10,22.2,173.0
2021-05-19 20,23.2,7.06,5.94,20.0,172.4
2021-05-19 21,23.2,7.08,6.07,19.5,172.3
2021-05-19 22,23.2,7.10,6.06,19.7,171.6
2021-05-19 23,23.1,7.10,6.09,19.5,170.0
2021-05-20 00,23.1,7.09,6.13,18.8,167.2
2021-05-20 01,23.0,7.14,6.43,18.8,165.2
2021-05-20 02,23.0,7.13,6.50,18.6,163.7
2021-05-20 03,23.0,7.15,6.63,18.1,161.4
2021-05-20 04,22.9,7.14,6.64,17.4,159.2
2021-05-20 05,22.9,7.17,6.88,16.7,157.5
2021-05-20 06,22.9,7.16,6.94,16.1,156.5
2021-05-20 07,22.8,7.19,7.04,16.4,154.7
2021-05-20 08,22.8,7.17,6.98,15.7,153.8
2021-05-20 09,22.8,7.20,7.16,16.6,152.3
2021-05-20 10,22.8,7.19,7.00,17.5,154.8
2021-05-20 11,22.8,7.16,6.97,18.4,153.6
2021-05-20 12,22.8,7.15,6.96,16.8,151.8
2021-05-20 13,22.8,7.17,7.11,17.1,151.5
2021-05-20 14,22.8,7.17,7.18,16.6,150.2
2021-05-20 15,22.8,7.17,7.23,15.7,148.9
2021-05-20 16,22.8,7.15,7.18,15.5,148.2
2021-05-20 17,22.7,7.18,7.19,15.6,149.2
2021-05-20 18,22.9,7.22,7.12,57.6,173.1
2021-05-20 19,23.0,7.22,7.16,60.6,167.2
2021-05-20 20,22.9,7.21,7.04,61.9,166.0
2021-05-20 21,22.9,7.24,7.22,64.8,165.4
2021-05-20 22,22.8,7.26,7.30,67.2,164.8
2021-05-20 23,22.7,7.25,7.32,67.1,164.5
2021-05-21 00,22.6,7.26,7.28,58.9,163.9
2021-05-21 01,22.6,7.27,7.34,53.7,164.0
2021-05-21 02,22.6,7.26,7.27,46.0,164.2
2021-05-21 03,22.6,7.26,7.24,42.4,164.3
2021-05-21 04,22.6,7.22,7.16,36.0,164.0
2021-05-21 05,22.5,7.25,7.27,35.0,164.1
2021-05-21 06,22.5,7.27,7.35,33.4,164.2
2021-05-21 07,22.5,7.27,7.40,32.1,165.3
2021-05-21 08,22.4,7.22,7.38,29.3,165.7
2021-05-21 09,22.4,7.23,7.50,31.0,165.4
2021-05-21 10,22.4,7.23,7.53,29.1,165.6
2021-05-21 11,22.4,7.22,7.56,29.4,165.8
2021-05-21 12,22.4,7.20,7.46,27.9,166.5
2021-05-21 13,22.4,7.21,7.52,27.0,166.7
2021-05-21 14,22.4,7.20,7.49,26.4,166.7
2021-05-21 15,22.4,7.20,7.46,25.8,166.7
2021-05-21 16,22.5,7.18,7.30,25.2,166.7
2021-05-21 17,22.4,7.20,7.36,25.5,166.4
2021-05-21 18,22.4,7.22,7.33,26.5,165.5
2021-05-21 19,22.4,7.21,7.30,26.5,165.1
2021-05-21 20,22.4,7.14,8.38,71.9,164.8
2021-05-21 21,22.3,7.15,8.64,52.4,164.8
2021-05-21 22,22.2,7.12,8.63,54.6,165.0
2021-05-21 23,22.2,7.13,8.66,57.5,165.1
2021-05-22 00,22.1,7.11,8.60,55.0,165.3
2021-05-22 01,22.1,7.14,8.63,49.4,165.2
2021-05-22 02,22.1,7.12,8.59,41.2,165.3
2021-05-22 03,22.1,7.12,8.59,37.7,165.4
2021-05-22 04,22.0,7.09,8.42,32.2,165.3
2021-05-22 05,22.0,7.13,8.47,33.5,165.0
2021-05-22 06,22.0,7.12,8.44,31.5,164.9
2021-05-22 07,21.9,7.13,8.46,31.9,164.1
2021-05-22 08,21.8,7.11,8.36,29.0,164.0
2021-05-22 09,21.8,7.12,8.38,30.9,165.9
2021-05-22 10,21.8,7.12,8.36,31.5,165.9
2021-05-22 11,21.8,7.11,8.34,32.1,166.4
2021-05-22 12,21.7,7.09,8.26,28.6,166.3
2021-05-22 13,21.7,7.10,8.33,29.2,166.2
2021-05-22 14,21.7,7.12,8.30,29.2,165.9
2021-05-22 15,21.7,7.10,8.29,28.4,164.9
2021-05-22 16,21.7,7.09,8.20,26.3,163.4
2021-05-22 17,21.6,7.11,8.32,27.8,162.2
2021-05-22 18,21.6,7.09,8.30,27.4,161.2
2021-05-22 19,21.5,7.12,8.26,27.5,160.3
2021-05-22 20,21.4,7.10,8.18,27.8,159.6
2021-05-22 21,21.4,7.11,8.27,28.0,158.9
2021-05-22 22,21.3,7.12,8.30,29.7,158.1
2021-05-22 23,21.1,7.12,8.59,86.5,154.3
2021-05-23 00,20.8,7.10,8.61,55.5,153.5
2021-05-23 01,20.8,7.13,8.68,56.5,153.2
2021-05-23 02,20.8,7.13,8.65,43.5,153.3
2021-05-23 03,20.8,7.14,8.62,38.9,153.2
2021-05-23 04,20.8,7.11,8.52,33.0,153.4
2021-05-23 05,20.8,7.13,8.55,31.0,153.4
2021-05-23 06,20.8,7.12,8.49,30.8,153.3
2021-05-23 07,20.8,7.11,8.45,28.0,153.4
2021-05-23 08,20.8,7.08,8.32,27.9,153.4
2021-05-23 09,20.8,7.10,8.37,26.9,153.3
2021-05-23 10,20.8,7.10,8.35,26.5,153.2
2021-05-23 11,20.8,7.10,8.32,25.6,153.4
2021-05-23 12,20.8,7.13,8.22,27.1,153.6
2021-05-23 13,20.9,7.12,8.28,25.1,154.1
2021-05-23 14,20.9,7.12,8.19,32.3,165.4
2021-05-23 15,20.9,7.09,8.19,23.8,161.7
2021-05-23 16,20.9,7.08,8.07,22.5,161.6
2021-05-23 17,20.8,7.08,8.14,23.1,162.1
2021-05-23 18,20.8,7.08,8.14,22.3,161.3
2021-05-23 19,20.8,7.10,8.22,24.0,159.0
2021-05-23 20,20.8,7.08,8.16,23.4,160.7
2021-05-23 21,20.8,7.12,8.26,25.4,160.3
2021-05-23 22,20.7,7.12,8.35,26.2,160.9
2021-05-23 23,20.7,7.13,8.40,29.5,159.4
2021-05-24 00,20.7,7.12,8.44,31.0,157.0
2021-05-24 01,20.7,7.25,8.98,115.3,152.2
2021-05-24 02,20.7,7.28,8.96,130.7,153.0
2021-05-24 03,20.6,7.30,8.93,140.9,152.3
2021-05-24 04,20.5,7.30,8.82,116.0,153.8
2021-05-24 05,20.5,7.33,8.81,91.0,154.1
2021-05-24 06,20.5,7.32,8.78,73.8,154.2
2021-05-24 07,20.5,7.31,8.68,63.0,155.3
2021-05-24 08,20.4,7.29,8.62,55.1,155.2
2021-05-24 09,20.4,7.28,8.67,57.4,155.8
2021-05-24 10,20.4,7.28,8.68,51.9,156.5
2021-05-24 11,20.4,7.27,8.71,49.9,156.7
2021-05-24 12,20.4,7.25,8.68,46.7,156.5
2021-05-24 13,20.5,7.26,8.72,46.6,156.8
2021-05-24 14,20.6,7.27,8.83,56.0,156.9
2021-05-24 15,20.6,7.26,8.76,46.6,156.7
2021-05-24 16,20.6,7.26,8.61,38.5,156.4
2021-05-24 17,20.6,7.26,8.59,46.3,156.2
2021-05-24 18,20.6,7.26,8.53,36.7,156.0
2021-05-24 19,20.5,7.27,8.54,36.5,155.9
2021-05-24 20,20.6,7.24,8.62,42.2,157.1
2021-05-24 21,20.5,7.24,8.73,46.3,155.5
2021-05-24 22,20.4,7.24,8.78,50.0,153.4
2021-05-24 23,20.3,7.26,8.85,50.4,151.9
2021-05-25 00,19.9,7.28,9.16,215.9,145.3
2021-05-25 01,19.6,7.30,9.40,131.5,144.2
2021-05-25 02,19.6,7.29,9.43,114.0,145.0
2021-05-25 03,19.6,7.28,9.43,105.1,146.1
2021-05-25 04,19.6,7.23,9.42,70.3,145.6
2021-05-25 05,19.6,7.25,9.46,67.3,145.3
2021-05-25 06,19.6,7.23,9.44,58.6,145.4
2021-05-25 07,19.6,7.25,9.39,50.2,145.5
2021-05-25 08,19.6,7.22,9.36,44.7,145.7
2021-05-25 09,19.7,7.24,9.37,45.5,145.7
2021-05-25 10,19.7,7.23,9.36,43.3,145.6
2021-05-25 11,19.7,7.25,9.34,40.8,145.6
2021-05-25 12,19.7,7.21,9.24,39.5,145.9
2021-05-25 13,19.7,7.20,9.25,34.6,146.0
2021-05-25 14,19.7,7.23,9.20,34.1,146.1
2021-05-25 15,19.8,7.18,9.19,35.6,145.2
2021-05-25 16,19.8,7.20,9.13,33.1,145.4
2021-05-25 17,19.8,7.20,9.15,32.5,145.9
2021-05-25 18,19.8,7.21,9.11,31.3,146.2
2021-05-25 19,19.8,7.21,9.07,31.0,146.6
2021-05-25 20,19.8,7.20,9.00,29.6,146.8
2021-05-25 21,19.8,7.19,9.01,29.0,146.8
2021-05-25 22,19.8,7.19,8.99,29.7,146.9
2021-05-25 23,20.9,7.14,9.24,76.4,138.9
2021-05-26 00,20.9,7.13,9.12,74.8,140.4
2021-05-26 01,20.9,7.13,9.10,71.5,142.8
2021-05-26 02,20.9,7.15,9.04,57.3,142.8
2021-05-26 03,20.9,7.12,8.93,78.6,144.4
2021-05-26 04,20.9,7.10,8.81,48.3,144.1
2021-05-26 05,20.9,7.12,8.86,45.1,143.6
2021-05-26 06,20.8,7.10,8.81,40.0,144.0
2021-05-26 07,20.8,7.12,8.81,39.6,143.9
2021-05-26 08,20.8,7.10,8.70,34.6,143.6
2021-05-26 09,20.8,7.11,8.74,35.2,143.6
2021-05-26 10,20.8,7.11,8.70,35.2,143.7
2021-05-26 11,20.8,7.12,8.71,35.6,143.5
2021-05-26 12,20.8,7.10,8.66,32.4,142.5
2021-05-26 13,20.8,7.09,8.71,32.6,143.2
2021-05-26 14,20.8,7.11,8.66,31.5,144.3
2021-05-26 15,20.8,7.13,8.77,84.3,146.5
2021-05-26 16,21.4,7.45,9.68,3.0,143.6
2021-05-26 17,23.2,7.27,9.33,3.0,142.6
2021-05-26 18,23.7,7.18,9.24,3.0,143.3
2021-05-26 19,23.8,7.22,9.24,3.0,144.4
2021-05-26 20,23.7,7.28,9.26,3.0,146.6
2021-05-26 21,23.7,7.33,9.26,3.1,143.7
2021-05-26 22,23.9,7.38,9.22,3.1,142.7
2021-05-27 06,24.3,7.57,9.18,3.2,143.4
2021-05-27 07,20.8,7.23,9.52,77.3,149.7
2021-05-27 08,20.8,7.18,8.51,44.5,149.7
2021-05-27 09,20.8,7.17,8.41,42.8,149.6
2021-05-27 10,20.8,7.18,8.40,39.6,149.6
2021-05-27 11,20.8,7.17,8.39,40.4,149.6
2021-05-27 12,20.8,7.15,8.42,38.3,148.2
2021-05-27 13,20.8,7.18,8.33,40.5,148.8
2021-05-27 14,20.8,7.17,8.28,38.7,149.3
2021-05-27 15,20.8,7.17,8.24,37.7,149.9
2021-05-27 16,20.8,7.17,8.30,60.1,152.6
2021-05-27 17,20.8,7.16,8.18,53.4,152.2
2021-05-27 18,20.8,7.17,8.06,47.1,152.4
2021-05-27 20,20.8,7.15,8.23,36.2,151.4
2021-05-27 21,20.8,7.17,8.09,38.5,151.4
2021-05-27 22,20.8,7.15,8.04,38.0,151.2
2021-05-27 23,20.8,7.18,8.08,35.6,151.2
2021-05-28 00,20.8,7.16,8.23,35.1,151.5
2021-05-28 01,20.7,7.20,8.57,78.2,146.4
2021-05-28 02,20.6,7.21,8.56,81.4,145.7
2021-05-28 03,20.6,7.20,8.55,81.6,146.3
2021-05-28 04,20.6,7.20,8.60,81.8,148.6
2021-05-28 05,20.6,7.22,8.50,61.9,148.3
2021-05-28 06,20.6,7.21,8.45,51.1,148.4
2021-05-28 07,20.6,7.19,8.39,47.5,148.4
2021-05-28 08,20.6,7.19,8.50,39.0,148.3
2021-05-28 09,20.6,7.19,8.46,44.2,148.2
2021-05-28 10,20.6,7.51,9.83,2.8,148.3
2021-05-28 11,24.5,7.31,9.14,3.1,148.4
2021-05-28 12,21.0,7.21,8.62,38.1,147.9
2021-05-28 13,20.6,7.21,8.76,39.4,147.8
2021-05-28 14,20.6,7.21,8.75,37.5,147.6
2021-05-28 15,20.5,7.19,8.68,34.5,148.0
2021-05-28 16,20.6,7.18,8.59,31.6,147.9
2021-05-28 17,20.7,7.18,8.66,38.7,146.9
2021-05-28 18,20.7,7.18,8.64,35.3,147.7
2021-05-28 19,20.7,7.18,8.61,32.5,147.7
2021-05-28 20,20.2,7.14,9.23,47.4,145.4
2021-05-28 21,20.1,7.16,9.38,51.0,141.8
2021-05-28 22,20.2,7.15,9.33,55.3,144.9
2021-05-28 23,20.0,7.16,9.42,63.4,143.8
2021-05-29 00,20.0,7.14,9.36,54.9,145.7
2021-05-29 01,20.0,7.14,9.43,55.7,146.0
2021-05-29 02,20.0,7.14,9.54,53.6,145.7
2021-05-29 03,20.0,7.12,9.56,49.7,146.3
2021-05-29 04,20.2,7.12,9.42,62.6,145.6
2021-05-29 05,20.2,7.12,9.39,45.6,145.4
2021-05-29 06,20.2,7.13,9.39,37.6,146.0
2021-05-29 07,20.2,7.13,9.36,33.7,145.9
2021-05-29 08,20.2,7.13,9.30,29.9,145.8
2021-05-29 09,20.3,7.12,9.28,29.4,145.6
2021-05-29 10,20.3,7.13,9.27,28.7,145.7
2021-05-29 11,20.3,7.13,9.26,28.4,145.8
2021-05-29 12,20.4,7.12,9.19,26.3,145.6
2021-05-29 13,20.4,7.12,9.21,26.4,145.6
2021-05-29 14,20.4,7.12,9.17,25.5,145.4
2021-05-29 15,20.4,7.12,9.16,25.0,145.3
2021-05-29 16,20.4,7.11,9.10,24.1,145.4
2021-05-29 17,20.6,7.14,9.13,40.7,144.7
2021-05-29 18,20.6,7.13,9.02,31.0,144.9
2021-05-29 19,20.6,7.14,9.00,26.7,145.4
2021-05-29 20,20.6,7.15,9.24,131.9,141.6
2021-05-29 21,20.2,7.15,9.90,35.2,139.7
2021-05-29 22,20.2,7.14,9.87,40.3,139.6
2021-05-29 23,20.3,7.13,9.77,45.4,141.2
2021-05-30 00,20.3,7.12,9.74,43.0,140.4
2021-05-30 01,20.4,7.14,9.70,48.0,140.6
2021-05-30 02,20.4,7.14,9.62,45.3,140.5
2021-05-30 03,20.5,7.14,9.58,39.3,140.5
2021-05-30 04,20.5,7.12,9.55,32.3,140.7
2021-05-30 05,20.8,7.12,9.36,53.0,140.7
2021-05-30 06,20.7,7.12,9.37,37.2,140.5
2021-05-30 07,20.7,7.11,9.39,30.3,140.7
2021-05-30 08,20.7,7.14,9.35,27.1,140.7
2021-05-30 09,20.7,7.13,9.28,37.2,141.2
2021-05-30 10,20.8,7.12,9.27,36.4,141.1
2021-05-30 11,20.8,7.12,9.30,29.4,140.9
2021-05-30 12,20.8,7.12,9.23,26.7,140.7
2021-05-30 13,20.8,7.13,9.23,26.3,140.6
2021-05-30 14,20.8,7.13,9.22,26.3,140.7
2021-05-30 15,20.9,7.14,9.18,25.9,140.7
2021-05-30 16,20.9,7.12,9.14,24.4,140.6
2021-05-30 17,20.9,7.14,9.14,25.6,140.8
2021-05-30 18,21.2,7.13,9.06,27.2,139.7
2021-05-30 19,21.1,7.12,9.05,25.1,140.4
2021-05-30 20,21.1,7.13,8.98,22.5,140.5
2021-05-30 21,21.1,7.13,9.03,23.5,140.4
2021-05-30 22,21.1,7.13,9.02,22.9,140.6
2021-05-30 23,21.1,7.13,9.00,21.7,140.3
2021-05-31 00,21.1,7.11,8.94,20.8,140.3
2021-05-31 01,21.5,7.14,9.44,38.7,144.3
2021-05-31 02,21.4,7.14,9.42,38.9,143.7
2021-05-31 03,21.5,7.13,9.38,39.5,143.6
2021-05-31 04,21.5,7.12,9.33,35.0,143.4
2021-05-31 05,21.5,7.13,9.32,37.2,143.8
2021-05-31 06,21.5,7.13,9.32,45.2,144.1
2021-05-31 07,21.6,7.14,9.09,44.0,148.0
2021-05-31 08,21.6,7.12,9.08,30.8,148.1
2021-05-31 09,21.6,7.14,9.08,27.9,147.5
2021-05-31 10,21.6,7.18,9.15,26.4,160.2
2021-05-31 11,21.6,7.13,9.07,23.3,147.9
2021-05-31 12,21.6,7.15,8.96,20.5,147.3
2021-05-31 13,21.6,7.16,9.01,21.1,146.9
2021-05-31 14,21.6,7.12,9.01,20.4,146.9
2021-05-31 15,21.7,7.12,8.98,19.7,146.7
2021-05-31 16,21.8,7.12,8.91,18.1,146.1
2021-05-31 17,21.8,7.14,8.92,18.0,145.8
2021-05-31 18,21.8,7.12,8.87,17.7,145.7
2021-05-31 19,21.8,7.12,8.76,18.2,145.9
2021-05-31 20,21.8,7.11,8.69,16.5,145.8
2021-05-31 21,21.9,7.12,8.69,17.0,145.5
2021-05-31 22,21.8,7.13,8.68,17.0,145.7
2021-05-31 23,21.9,7.13,8.69,16.3,145.3
2021-06-01 00,21.9,7.10,8.67,15.4,145.1
2021-06-01 01,21.9,7.12,8.72,15.8,144.8
2021-06-01 02,22.0,7.12,8.69,15.4,144.5
2021-06-01 03,21.9,7.12,8.65,14.9,144.8
2021-06-01 04,22.0,7.11,8.56,14.0,144.3
2021-06-01 05,22.0,7.11,8.61,14.6,144.4
2021-06-01 06,22.0,7.14,8.60,14.3,144.1
2021-06-01 07,22.1,7.14,8.52,19.6,143.9
2021-06-01 08,22.1,7.11,8.66,15.0,144.2
2021-06-01 09,22.0,7.12,8.51,15.3,144.5
2021-06-01 10,22.0,7.12,8.45,15.1,144.6
2021-06-01 11,22.1,7.15,8.51,16.1,148.5
2021-06-01 12,22.1,7.13,8.52,15.3,145.1
2021-06-01 13,22.1,7.13,8.48,14.9,144.9
2021-06-01 14,22.1,7.12,8.46,14.3,144.3
2021-06-01 15,22.1,7.13,8.44,13.6,144.2
2021-06-01 16,22.2,7.13,8.38,14.4,144.0
2021-06-01 17,22.1,7.13,8.39,13.8,144.4
2021-06-01 18,22.2,7.13,8.40,13.1,143.8
2021-06-01 19,22.2,7.12,8.34,13.3,143.9
2021-06-01 20,22.2,7.12,8.26,12.1,143.7
2021-06-01 21,22.2,7.12,8.29,12.1,143.6
2021-06-01 22,22.2,7.12,8.26,12.0,143.8
2021-06-01 23,21.8,7.14,8.30,32.2,152.9
2021-06-02 00,21.8,7.13,8.19,27.9,152.8
2021-06-02 01,21.8,7.13,8.25,28.8,152.1
2021-06-02 02,21.8,7.11,8.20,29.7,151.6
2021-06-02 03,21.9,7.13,8.13,28.5,151.1
2021-06-02 04,21.9,7.10,7.99,22.9,151.4
2021-06-02 05,21.9,7.11,8.05,22.7,151.2
2021-06-02 06,21.9,7.10,8.03,20.6,150.3
2021-06-02 07,22.0,7.10,8.03,19.5,149.9
2021-06-02 08,22.0,7.09,7.90,17.1,149.4
2021-06-02 09,22.0,7.11,8.11,19.3,150.2
2021-06-02 10,22.0,7.08,7.88,18.8,150.9
2021-06-02 11,21.9,7.08,7.85,17.0,151.1
2021-06-02 12,21.9,7.07,7.70,18.7,151.1
2021-06-02 13,21.9,7.08,7.78,18.3,151.1
2021-06-02 14,25.4,7.12,8.88,2.9,150.1
2021-06-02 15,25.8,6.82,8.82,2.9,150.2
2021-06-02 16,25.9,6.81,8.80,2.9,151.1
2021-06-02 17,25.9,6.80,8.81,2.8,151.1
2021-06-02 18,25.9,6.81,8.81,2.9,151.1
2021-06-03 07,22.1,7.09,7.91,13.9,145.7
2021-06-03 08,22.2,7.09,8.04,14.3,145.6
2021-06-03 09,22.2,7.08,7.82,13.2,146.0
2021-06-03 10,22.1,7.07,7.70,13.5,146.5
2021-06-03 11,22.1,7.08,7.71,12.8,146.1
2021-06-03 12,22.2,7.09,7.80,25.3,146.0
2021-06-03 13,22.2,7.10,7.86,12.3,146.2
2021-06-03 14,22.2,7.07,7.77,12.2,146.6
